osm_id,lon,lat,name
42790962,4.3168944,51.4950026,Knooppunt Zoomland
42792104,3.8710508,51.4954311,Goes-De Poel
42792688,5.3049774,51.4951879,Oirschot
42794467,5.4258915,51.4956009,Knooppunt Ekkersweijer
42795192,3.6752555,51.4954928,Arnemuiden
42802254,3.6790214,51.4978083,Arnemuiden
42812007,4.3190136,51.4996723,Bergen op Zoom-Oost
42814267,4.3232092,51.5002653,Knooppunt Zoomland
42821448,4.3132046,51.5025602,Knooppunt Zoomland
42824137,5.4178241,51.5027766,Best
42826904,5.4742447,51.5028242,Helmond
42834845,3.8709184,51.5054455,Goes-Centrum
42835839,4.3112104,51.5060279,Bergen op Zoom-Noord
42840473,4.3591689,51.5068891,Heerle
42841649,4.3625845,51.5072038,Heerle
42844249,4.3900898,51.5078656,Wouwse Plantage
42845638,4.3970158,51.5082043,Wouwse Plantage
42849792,5.4707869,51.5095296,Son en Breugel
42852024,5.4086986,51.5091841,Best
42875555,4.4667354,51.5163159,Roosendaal-Zuid
42878311,6.0056417,51.5167306,Venray
42880534,5.4684123,51.5172734,Son en Breugel
42891717,6.0030782,51.520233,Venray
42900023,4.7454334,51.5222657,Knooppunt Galder
42901355,5.3952915,51.52198,Best-West
42911955,4.4269414,51.5254662,Knooppunt De Stok
42914387,4.4588932,51.5258354,Roosendaal
42914526,4.4724033,51.5262663,Roosendaal
42915523,5.3900327,51.5266346,Best-West
42924144,4.429627,51.5284302,Roosendaal-West
42927894,4.4394772,51.5296876,Knooppunt De Stok
42928954,5.1154998,51.5301757,Beekse Bergen
42936978,4.4797462,51.532622,Roosendaal-Oost
42937108,4.7419997,51.5323584,Knooppunt Galder
42939407,4.43412,51.5332463,Roosendaal-West
42940435,5.1156965,51.5336977,Beekse Bergen
42943618,4.7920277,51.534678,Ulvenhout
42944201,5.1822206,51.5347757,Moergestel
42946363,4.43537,51.5355526,Roosendaal-West
42949097,4.2366363,51.5361038,Halsteren-Zuid
42950657,5.1756587,51.5365524,Moergestel
42953150,4.7992415,51.537629,Ulvenhout
42956027,4.9968505,51.5382201,Leikant
42957830,4.2267088,51.5386579,Tholen
42958747,5.0136726,51.538919,Blaak
42960465,5.0482235,51.539342,Tilburg-Centrum-West
42960693,5.1086437,51.5392772,Tilburg-Centrum-Oost
42960830,4.4384495,51.539151,Knooppunt De Stok
42961195,5.0476824,51.5395643,Tilburg-Centrum-West
42970721,5.9975405,51.5419987,Venray-Noord
42976230,4.5091809,51.544045,Zegge
42983026,4.5181873,51.5460051,Zegge
